OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,Shape__Area,Shape__Length
4215,3,Clare,118817,2020/08/09 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,406,341.701945,,,8722541706,1013948.95
4216,4,Cork,542868,2020/08/09 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1585,291.9678449,,,19529490886,2129949.409
4217,5,Donegal,159192,2020/08/09 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,492,309.0607568,,,14624041937,2145085.774
4218,6,Dublin,1347359,2020/08/09 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12624,936.9440513,,,2612632655,449433.5318
4219,7,Galway,258058,2020/08/09 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,501,194.1424021,,,17079158586,1972288.286
4220,8,Kerry,147707,2020/08/09 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,320,216.645115,,,12483603408,1753779.819
4221,9,Kildare,222504,2020/08/09 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1864,837.7377485,,,4726063622,422182.0368
4222,10,Kilkenny,99232,2020/08/09 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,359,361.7784586,,,5585391835,453397.5722
4223,11,Laois,84697,2020/08/09 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,341,402.6116628,,,4731211499,398512.4622
4224,12,Leitrim,32044,2020/08/09 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,85,265.2602671,,,4618679673,453253.685
4225,13,Limerick,194899,2020/08/09 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,627,321.7050883,,,7206726912,673892.6905
4226,14,Longford,40873,2020/08/09 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,288,704.6216329,,,3097977869,315245.1728
4227,15,Louth,128884,2020/08/09 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,799,619.937308,,,2386326963,352203.5172
4228,16,Mayo,130507,2020/08/09 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,584,447.4855755,,,16036984139,2101964.077
4229,17,Meath,195044,2020/08/09 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,845,433.2355776,,,6658570746,554844.7505
4230,18,Monaghan,61386,2020/08/09 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,543,884.5665135,,,3768943157,392803.0473
4231,19,Offaly,77961,2020/08/09 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,583,747.8098023,,,5558826350,561440.3786
4232,20,Roscommon,64544,2020/08/09 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,347,537.6177491,,,7278743876,622494.1546
4233,21,Sligo,65535,2020/08/09 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,153,233.463035,,,5348370378,682286.8703
4234,22,Tipperary,159553,2020/08/09 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,546,342.2060381,,,11551196729,781276.5797
4235,23,Waterford,116176,2020/08/09 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,166,142.8866547,,,4848379555,643184.904
4236,24,Westmeath,88770,2020/08/09 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,682,768.2775713,,,5208705730,422669.3327
4237,25,Wexford,149722,2020/08/09 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,244,162.968702,,,6332221063,589324.4767
4238,26,Wicklow,142425,2020/08/09 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,717,503.4228541,,,5580728579,427539.1986
4239,1,Carlow,56932,2020/08/10 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,191,335.4879505,,,2432351721,319348.5725
4240,2,Cavan,76176,2020/08/10 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,882,1157.844991,,,5575009911,515954.4965
4241,3,Clare,118817,2020/08/10 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,411,345.910097,,,8722541706,1013948.95
4242,4,Cork,542868,2020/08/10 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1587,292.3362585,,,19529490886,2129949.409
4243,5,Donegal,159192,2020/08/10 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,495,310.9452736,,,14624041937,2145085.774
4244,6,Dublin,1347359,2020/08/10 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12625,937.0182706,,,2612632655,449433.5318
4245,7,Galway,258058,2020/08/10 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,501,194.1424021,,,17079158586,1972288.286
4246,8,Kerry,147707,2020/08/10 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,320,216.645115,,,12483603408,1753779.819
4247,9,Kildare,222504,2020/08/10 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1862,836.8388883,,,4726063622,422182.0368
4248,10,Kilkenny,99232,2020/08/10 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,359,361.7784586,,,5585391835,453397.5722
4249,11,Laois,84697,2020/08/10 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,343,404.9730215,,,4731211499,398512.4622
4250,12,Leitrim,32044,2020/08/10 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,85,265.2602671,,,4618679673,453253.685
4251,13,Limerick,194899,2020/08/10 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,630,323.2443471,,,7206726912,673892.6905
4252,14,Longford,40873,2020/08/10 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,288,704.6216329,,,3097977869,315245.1728
4253,15,Louth,128884,2020/08/10 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,800,620.7131995,,,2386326963,352203.5172
4254,16,Mayo,130507,2020/08/10 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,584,447.4855755,,,16036984139,2101964.077
4255,17,Meath,195044,2020/08/10 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,849,435.2863969,,,6658570746,554844.7505
4256,18,Monaghan,61386,2020/08/10 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,543,884.5665135,,,3768943157,392803.0473
4257,19,Offaly,77961,2020/08/10 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,585,750.3751876,,,5558826350,561440.3786
4258,20,Roscommon,64544,2020/08/10 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,347,537.6177491,,,7278743876,622494.1546
4259,21,Sligo,65535,2020/08/10 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,153,233.463035,,,5348370378,682286.8703
4260,22,Tipperary,159553,2020/08/10 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,548,343.4595401,,,11551196729,781276.5797
4261,23,Waterford,116176,2020/08/10 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,166,142.8866547,,,4848379555,643184.904
4262,24,Westmeath,88770,2020/08/10 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,682,768.2775713,,,5208705730,422669.3327
4263,25,Wexford,149722,2020/08/10 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,245,163.6366065,,,6332221063,589324.4767
4264,26,Wicklow,142425,2020/08/10 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,717,503.4228541,,,5580728579,427539.1986
4265,1,Carlow,56932,2020/08/11 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,191,335.4879505,,,2432351721,319348.5725
4266,2,Cavan,76176,2020/08/11 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,882,1157.844991,,,5575009911,515954.4965
4267,3,Clare,118817,2020/08/11 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,412,346.7517274,,,8722541706,1013948.95
4268,4,Cork,542868,2020/08/11 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1587,292.3362585,,,19529490886,2129949.409
4269,5,Donegal,159192,2020/08/11 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,496,311.5734459,,,14624041937,2145085.774
4270,6,Dublin,1347359,2020/08/11 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12636,937.8346825,,,2612632655,449433.5318
4271,7,Galway,258058,2020/08/11 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,501,194.1424021,,,17079158586,1972288.286
4272,8,Kerry,147707,2020/08/11 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,320,216.645115,,,12483603408,1753779.819
4273,9,Kildare,222504,2020/08/11 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1873,841.7826196,,,4726063622,422182.0368
4274,10,Kilkenny,99232,2020/08/11 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,361,363.7939374,,,5585391835,453397.5722
4275,11,Laois,84697,2020/08/11 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,343,404.9730215,,,4731211499,398512.4622
4276,12,Leitrim,32044,2020/08/11 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,85,265.2602671,,,4618679673,453253.685
4277,13,Limerick,194899,2020/08/11 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,632,324.2705196,,,7206726912,673892.6905
4278,14,Longford,40873,2020/08/11 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,288,704.6216329,,,3097977869,315245.1728
4279,15,Louth,128884,2020/08/11 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,800,620.7131995,,,2386326963,352203.5172
4280,16,Mayo,130507,2020/08/11 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,584,447.4855755,,,16036984139,2101964.077
4281,17,Meath,195044,2020/08/11 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,850,435.7991017,,,6658570746,554844.7505
4282,18,Monaghan,61386,2020/08/11 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,543,884.5665135,,,3768943157,392803.0473
4283,19,Offaly,77961,2020/08/11 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,592,759.354036,,,5558826350,561440.3786
4284,20,Roscommon,64544,2020/08/11 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,348,539.1670798,,,7278743876,622494.1546
4285,21,Sligo,65535,2020/08/11 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,153,233.463035,,,5348370378,682286.8703
4286,22,Tipperary,159553,2020/08/11 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,548,343.4595401,,,11551196729,781276.5797
4287,23,Waterford,116176,2020/08/11 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,166,142.8866547,,,4848379555,643184.904
4288,24,Westmeath,88770,2020/08/11 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,682,768.2775713,,,5208705730,422669.3327
4289,25,Wexford,149722,2020/08/11 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,246,164.304511,,,6332221063,589324.4767
4290,26,Wicklow,142425,2020/08/11 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,718,504.1249781,,,5580728579,427539.1986
4291,1,Carlow,56932,2020/08/12 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,197,346.026839,,,2432351721,319348.5725
4292,2,Cavan,76176,2020/08/12 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,882,1157.844991,,,5575009911,515954.4965
4293,3,Clare,118817,2020/08/12 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,421,354.3264011,,,8722541706,1013948.95
4294,4,Cork,542868,2020/08/12 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1589,292.7046722,,,19529490886,2129949.409
4295,5,Donegal,159192,2020/08/12 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,498,312.8297904,,,14624041937,2145085.774
4296,6,Dublin,1347359,2020/08/12 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12660,939.615945,,,2612632655,449433.5318
4297,7,Galway,258058,2020/08/12 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,501,194.1424021,,,17079158586,1972288.286
4298,8,Kerry,147707,2020/08/12 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,321,217.322131,,,12483603408,1753779.819
4299,9,Kildare,222504,2020/08/12 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1896,852.1195125,,,4726063622,422182.0368
4300,10,Kilkenny,99232,2020/08/12 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,367,369.8403741,,,5585391835,453397.5722
4301,11,Laois,84697,2020/08/12 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,345,407.3343802,,,4731211499,398512.4622
4302,12,Leitrim,32044,2020/08/12 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,85,265.2602671,,,4618679673,453253.685
4303,13,Limerick,194899,2020/08/12 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,636,326.3228647,,,7206726912,673892.6905
4304,14,Longford,40873,2020/08/12 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,288,704.6216329,,,3097977869,315245.1728
4305,15,Louth,128884,2020/08/12 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,801,621.489091,,,2386326963,352203.5172
4306,16,Mayo,130507,2020/08/12 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,584,447.4855755,,,16036984139,2101964.077
4307,17,Meath,195044,2020/08/12 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,855,438.3626259,,,6658570746,554844.7505
4308,18,Monaghan,61386,2020/08/12 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,545,887.8245854,,,3768943157,392803.0473
4309,19,Offaly,77961,2020/08/12 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,594,761.9194212,,,5558826350,561440.3786
4310,20,Roscommon,64544,2020/08/12 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,348,539.1670798,,,7278743876,622494.1546
4311,21,Sligo,65535,2020/08/12 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,153,233.463035,,,5348370378,682286.8703
4312,22,Tipperary,159553,2020/08/12 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,548,343.4595401,,,11551196729,781276.5797
4313,23,Waterford,116176,2020/08/12 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,167,143.7474177,,,4848379555,643184.904
4314,24,Westmeath,88770,2020/08/12 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,682,768.2775713,,,5208705730,422669.3327
4315,25,Wexford,149722,2020/08/12 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,246,164.304511,,,6332221063,589324.4767
4316,26,Wicklow,142425,2020/08/12 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,719,504.827102,,,5580728579,427539.1986
4317,1,Carlow,56932,2020/08/13 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,200,351.2962833,,,2432351721,319348.5725
4318,2,Cavan,76176,2020/08/13 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,882,1157.844991,,,5575009911,515954.4965
4319,3,Clare,118817,2020/08/13 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,428,360.2178139,,,8722541706,1013948.95
4320,4,Cork,542868,2020/08/13 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1592,293.2572927,,,19529490886,2129949.409
4321,5,Donegal,159192,2020/08/13 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,501,314.7143073,,,14624041937,2145085.774
4322,6,Dublin,1347359,2020/08/13 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12675,940.729234,,,2612632655,449433.5318
4323,7,Galway,258058,2020/08/13 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,501,194.1424021,,,17079158586,1972288.286
4324,8,Kerry,147707,2020/08/13 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,321,217.322131,,,12483603408,1753779.819
4325,9,Kildare,222504,2020/08/13 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1909,857.9621041,,,4726063622,422182.0368
4326,10,Kilkenny,99232,2020/08/13 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,367,369.8403741,,,5585391835,453397.5722
4327,11,Laois,84697,2020/08/13 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,349,412.0570977,,,4731211499,398512.4622
4328,12,Leitrim,32044,2020/08/13 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,85,265.2602671,,,4618679673,453253.685
4329,13,Limerick,194899,2020/08/13 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,641,328.888296,,,7206726912,673892.6905
4330,14,Longford,40873,2020/08/13 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,289,707.0682358,,,3097977869,315245.1728
4331,15,Louth,128884,2020/08/13 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,802,622.2649825,,,2386326963,352203.5172
4332,16,Mayo,130507,2020/08/13 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,584,447.4855755,,,16036984139,2101964.077
4333,17,Meath,195044,2020/08/13 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,856,438.8753307,,,6658570746,554844.7505
4334,18,Monaghan,61386,2020/08/13 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,545,887.8245854,,,3768943157,392803.0473
4335,19,Offaly,77961,2020/08/13 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,593,760.6367286,,,5558826350,561440.3786
4336,20,Roscommon,64544,2020/08/13 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,348,539.1670798,,,7278743876,622494.1546
4337,21,Sligo,65535,2020/08/13 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,155,236.5148394,,,5348370378,682286.8703
4338,22,Tipperary,159553,2020/08/13 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,550,344.7130421,,,11551196729,781276.5797
4339,23,Waterford,116176,2020/08/13 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,167,143.7474177,,,4848379555,643184.904
4340,24,Westmeath,88770,2020/08/13 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,682,768.2775713,,,5208705730,422669.3327
4341,25,Wexford,149722,2020/08/13 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,247,164.9724155,,,6332221063,589324.4767
4342,26,Wicklow,142425,2020/08/13 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,722,506.9334738,,,5580728579,427539.1986
4343,1,Carlow,56932,2020/08/14 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,204,358.322209,,,2432351721,319348.5725
4344,2,Cavan,76176,2020/08/14 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,882,1157.844991,,,5575009911,515954.4965
4345,3,Clare,118817,2020/08/14 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,430,361.9010748,,,8722541706,1013948.95
4346,4,Cork,542868,2020/08/14 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1595,293.8099133,,,19529490886,2129949.409
4347,5,Donegal,159192,2020/08/14 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,503,315.9706518,,,14624041937,2145085.774
4348,6,Dublin,1347359,2020/08/14 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12731,944.8855131,,,2612632655,449433.5318
4349,7,Galway,258058,2020/08/14 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,507,196.4674608,,,17079158586,1972288.286
